priority_rank,grid_id,latitude,longitude,grid_lat,grid_lon,violation_count,unique_vehicles,impact_sum,impact_avg,peak_hour_share,junction_share,active_days,police_station,junction_name,top_vehicle_type,repeat_density,parking_violation_frequency_score,repeat_hotspot_density_score,junction_proximity_score,peak_hour_weight_score,vehicle_blockage_score,parking_violation_density_score,estimated_speed_drop_score,road_occupancy_score,road_importance_score,congestion_impact_score,score_formula,risk_band,recommended_action
3792,"13.042,77.591",13.042385766666666,77.59057935555556,13.042,77.591,18,18,10.075000000000001,0.5597222222222222,0.0,0.0,3,Hebbala,No Junction,SCOOTER,6.0,29.241595724108553,9.615384615384617,0.0,0.0,4.280045351473923,29.241595724108553,20.20406344764761,4.280045351473923,0.0,14.52848897863697,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3793,"13.175,77.635",13.17543226,77.63548111,13.175,77.635,10,10,10.0,1.0,0.0,0.0,1,Chikkajala,No Junction,CAR,10.0,22.142644749799757,17.307692307692307,0.0,0.0,13.26530612244898,22.142644749799757,20.13883090280353,13.26530612244898,0.0,14.510511589087878,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3794,"13.001,77.62",13.000628208333334,77.61994164166667,13.001,77.62,12,12,6.423500000000001,0.5352916666666667,0.4166666666666667,0.0,8,Pulikeshinagar(F.Town),No Junction,SCOOTER,1.5,24.31247809206351,0.9615384615384616,0.0,41.66666666666667,3.781462585034015,24.31247809206351,20.681392634290123,3.781462585034015,0.0,14.510188777380089,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3795,"12.942,77.585",12.941849983333334,77.5851536388889,12.942,77.585,18,18,18.5525,1.0306944444444444,0.1111111111111111,0.0,11,Wilson Garden,No Junction,CAR,1.6363636363636365,29.241595724108553,1.223776223776224,0.0,11.11111111111111,13.891723356009066,29.241595724108553,27.368469548681535,13.891723356009066,0.0,14.502865792299497,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3796,"13.053,77.762",13.0531859,77.76194714545454,13.053,77.762,11,11,21.779,1.9799090909090908,0.18181818181818182,0.0,10,K.R. Pura,No Junction,BUS (BMTC/KSRTC),1.1,23.272818772955556,0.19230769230769246,0.0,18.181818181818183,33.26345083487941,23.272818772955556,30.064962682945346,33.26345083487941,0.0,14.501731333928905,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3797,"13.063,77.585",13.0628765,77.58529871666666,13.063,77.585,6,4,9.4795,1.5799166666666666,0.5,0.0,3,Kodigehalli,No Junction,CAR,2.0,16.271896999558507,1.9230769230769231,0.0,50.0,25.100340136054417,16.271896999558507,25.745838393642416,25.100340136054417,0.0,14.499562044198075,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3798,"12.967,77.749",12.9667827,77.74939282,12.967,77.749,10,10,14.09,1.409,0.3,0.0,5,Whitefield,No Junction,CAR,2.0,22.142644749799757,1.9230769230769231,0.0,30.0,21.612244897959183,22.142644749799757,27.382598363840582,21.612244897959183,0.0,14.499051620485051,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3799,"12.968,77.641",12.968143079999999,77.64131029,12.968,77.641,10,10,12.95,1.295,0.2,0.1,7,Jeevanbheemanagar,No Junction,CAR,1.4285714285714286,22.142644749799757,0.8241758241758242,10.0,20.0,19.285714285714285,22.142644749799757,25.144329950780747,19.285714285714285,10.0,14.491673284535288,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3800,"12.936,77.704",12.936480263636362,77.70381256363636,12.936,77.704,11,11,6.3035,0.5730454545454545,0.45454545454545453,0.0,8,HAL Old Airport,No Junction,SCOOTER,1.375,23.272818772955556,0.7211538461538461,0.0,45.45454545454545,4.5519480519480515,23.272818772955556,20.8791690789418,4.5519480519480515,0.0,14.490065321370038,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3801,"12.929,77.593",12.92857304,77.59252078,12.929,77.593,5,5,2.8770000000000002,0.5754,0.8,0.0,3,Jayanagara,No Junction,SCOOTER,1.6666666666666667,14.269663498376959,1.2820512820512822,0.0,80.0,4.6000000000000005,14.269663498376959,15.731320508041117,4.6000000000000005,0.0,14.488378219863606,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3802,"12.968,77.701",12.968132064285713,77.70133834285714,12.968,77.701,14,14,13.286,0.949,0.21428571428571427,0.0,6,HAL Old Airport,No Junction,CAR,2.3333333333333335,26.171187398475748,2.5641025641025643,0.0,21.428571428571427,12.224489795918366,26.171187398475748,25.593799612607505,12.224489795918366,0.0,14.474806722864919,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3803,"12.917,77.629",12.917002452631579,77.62915876842105,12.917,77.629,19,17,17.6195,0.9273421052631579,0.10526315789473684,0.0,12,Madiwala,No Junction,SCOOTER,1.5833333333333333,29.907834449255983,1.1217948717948716,0.0,10.526315789473683,11.782491944146079,29.907834449255983,26.782608790088787,11.782491944146079,0.0,14.474463271013088,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3804,"12.922,77.611",12.922110915384614,77.61063674615386,12.922,77.611,13,13,21.105999999999998,1.6235384615384614,0.15384615384615385,0.0,9,Mico Layout,No Junction,MAXI-CAB,1.4444444444444444,25.2750522741371,0.8547008547008547,0.0,15.384615384615385,25.990580847723706,25.2750522741371,29.301230019440204,25.990580847723706,0.0,14.461215746563962,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3805,"12.893,77.599",12.893218670588237,77.59887698823529,12.893,77.599,17,17,13.75,0.8088235294117647,0.17647058823529413,0.0,10,J.P. Nagar,No Junction,CAR,1.7,28.539326996753918,1.346153846153846,0.0,17.647058823529413,9.36374549819928,28.539326996753918,25.409978660415238,9.36374549819928,0.0,14.4533496924129,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3806,"12.992,77.613",12.9922146,77.6134509,12.992,77.613,2,2,2.52,1.26,1.0,0.0,1,Pulikeshinagar(F.Town),No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3807,"12.97,77.568",12.9696547,77.5681445,12.97,77.568,2,2,2.52,1.26,1.0,0.0,1,Chamarajpet,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3808,"12.98,77.728",12.9797323,77.7277551,12.98,77.728,2,2,2.52,1.26,1.0,0.0,1,Whitefield,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3809,"13.058,77.648",13.057578,77.6484862,13.058,77.648,2,2,2.52,1.26,1.0,0.0,1,Hennuru,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3810,"13.042,77.572",13.0415283,77.57232,13.042,77.572,2,2,2.52,1.26,1.0,0.0,1,Kodigehalli,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3811,"13.065,77.572",13.0646325,77.57158835,13.065,77.572,2,2,2.52,1.26,1.0,0.0,1,Kodigehalli,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3812,"13.045,77.524",13.0446083,77.5239367,13.045,77.524,2,2,2.52,1.26,1.0,0.0,1,Peenya,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3813,"13.012,77.538",13.012011,77.5376571,13.012,77.538,2,2,2.52,1.26,1.0,0.0,1,Rajajinagar,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3814,"13.011,77.534",13.0113203,77.5343545,13.011,77.534,2,2,2.52,1.26,1.0,0.0,1,Rajajinagar,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3815,"13.258,77.717",13.25769825,77.7174067,13.258,77.717,2,2,2.52,1.26,1.0,0.0,1,Devanahalli Airport,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3816,"12.862,77.706",12.8622241,77.70555279999999,12.862,77.706,2,2,2.52,1.26,1.0,0.0,1,Electronic City,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3817,"13.025,77.546",13.02507245,77.54623480000001,13.025,77.546,2,2,2.52,1.26,1.0,0.0,1,Yeshwanthpura,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3818,"13.004,77.57",13.0036954,77.5698695,13.004,77.57,2,2,2.52,1.26,1.0,0.0,1,Malleshwaram,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,18.571428571428573,5.266508223798365,15.705528166309406,18.571428571428573,0.0,14.444515377431435,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3819,"12.994,77.701",12.993953438461538,77.7011117076923,12.994,77.701,13,12,11.1875,0.8605769230769231,0.3076923076923077,0.0,9,Mahadevapura,No Junction,CAR,1.4444444444444444,25.2750522741371,0.8547008547008547,0.0,30.76923076923077,10.419937205651491,25.2750522741371,25.099975067535514,10.419937205651491,0.0,14.442612920818279,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3820,"12.956,77.719",12.955765753846153,77.71884293076923,12.956,77.719,13,13,16.074,1.2364615384615385,0.23076923076923078,0.0,9,Whitefield,No Junction,CAR,1.4444444444444444,25.2750522741371,0.8547008547008547,0.0,23.076923076923077,18.091051805337518,25.2750522741371,27.74451705490642,18.091051805337518,0.0,14.440493611556114,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3821,"12.91,77.59",12.91027935,77.590154875,12.91,77.59,4,4,4.725,1.18125,0.0,0.5,2,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar",CAR,2.0,11.90152390009879,1.9230769230769231,50.0,0.0,16.96428571428571,11.90152390009879,13.869512190728061,16.96428571428571,50.0,14.437807362237317,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3822,"12.918,77.673",12.91792635,77.6725742375,12.918,77.673,8,6,7.248,0.906,0.5,0.0,4,Bellandur,No Junction,MOTOR CYCLE,2.0,19.536171722175325,1.9230769230769231,0.0,50.0,11.346938775510203,19.536171722175325,22.828223696758986,11.346938775510203,0.0,14.429931797190381,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3823,"12.97,77.565",12.969917028571428,77.56502752857143,12.97,77.565,14,13,16.2645,1.16175,0.14285714285714285,0.0,5,Magadi Road,No Junction,LGV,2.8,26.171187398475748,3.4615384615384612,0.0,14.285714285714285,16.566326530612248,26.171187398475748,26.569732140402824,16.566326530612248,0.0,14.419063656407568,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3824,"13.06,77.506",13.0599888,77.5060802,13.06,77.506,2,2,2.9610000000000003,1.4805000000000001,1.0,0.0,2,Chikkabanavara,No Junction,CAR,1.0,5.266508223798365,0.0,0.0,100.0,23.07142857142857,5.266508223798365,17.44882562823306,23.07142857142857,0.0,14.413746146662202,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3825,"12.998,77.672",12.998370011764706,77.67179149411766,12.998,77.672,17,17,23.776,1.3985882352941177,0.058823529411764705,0.0,11,Banaswadi,No Junction,CAR,1.5454545454545454,28.539326996753918,1.0489510489510487,0.0,5.88235294117647,21.39975990396158,28.539326996753918,28.909892640300544,21.39975990396158,0.0,14.406179845453133,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3826,"13.0,77.525",12.999891466666666,77.52520857777778,13.0,77.525,9,9,14.04,1.5599999999999998,0.3333333333333333,0.0,6,Rajajinagar,No Junction,CAR,1.5,20.90467917467739,0.9615384615384616,0.0,33.33333333333333,24.693877551020403,20.90467917467739,27.81266708938422,24.693877551020403,0.0,14.404977373690944,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3827,"13.002,77.632",13.001723063636364,77.63171983636363,13.002,77.632,11,11,8.54,0.7763636363636363,0.36363636363636365,0.0,5,Banaswadi,No Junction,SCOOTER,2.2,23.272818772955556,2.3076923076923084,0.0,36.36363636363637,8.701298701298699,23.272818772955556,23.011476348424363,8.701298701298699,0.0,14.392544092598808,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3828,"13.053,77.575",13.053099781818183,77.57507818181818,13.053,77.575,11,8,14.385000000000002,1.3077272727272728,0.2727272727272727,0.0,6,Kodigehalli,No Junction,CAR,1.8333333333333333,23.272818772955556,1.6025641025641024,0.0,27.27272727272727,19.545454545454547,23.272818772955556,27.213134053004495,19.545454545454547,0.0,14.39158671664143,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3829,"12.986,77.645",12.985679456909418,77.64486242665438,12.986,77.645,10,9,14.900500000000001,1.49005,0.3,0.0,7,Jeevanbheemanagar,No Junction,PASSENGER AUTO,1.4285714285714286,22.142644749799757,0.8241758241758242,0.0,30.0,23.266326530612243,22.142644749799757,27.96598862796663,23.266326530612243,0.0,14.389734509025084,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3830,"12.916,77.639",12.91626412142857,77.63878005714285,12.916,77.639,14,14,10.84,0.7742857142857142,0.2857142857142857,0.0,10,HSR Layout,No Junction,CAR,1.4,26.171187398475748,0.769230769230769,0.0,28.57142857142857,8.658892128279883,26.171187398475748,24.49547906688467,8.658892128279883,0.0,14.383814721668838,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3831,"12.93,77.634",12.929603991666667,77.63408088333334,12.93,77.634,12,12,6.390000000000001,0.5325000000000001,0.4166666666666667,0.0,10,Adugodi,No Junction,SCOOTER,1.2,24.31247809206351,0.3846153846153845,0.0,41.66666666666667,3.724489795918369,24.31247809206351,20.62823094978066,3.724489795918369,0.0,14.360260729237755,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3832,"12.924,77.652",12.923767875,77.6517171625,12.924,77.652,8,8,7.699999999999999,0.9624999999999999,0.5,0.0,5,HSR Layout,No Junction,CAR,1.6,19.536171722175325,1.1538461538461542,0.0,50.0,12.499999999999996,19.536171722175325,23.478301998791704,12.499999999999996,0.0,14.352930227331669,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3833,"12.974,77.61",12.973894955555556,77.60994976666666,12.974,77.61,9,9,8.9,0.9888888888888889,0.4444444444444444,0.0,6,Ashok Nagar,No Junction,CAR,1.5,20.90467917467739,0.9615384615384616,0.0,44.44444444444444,13.038548752834467,20.90467917467739,24.394330130481862,13.038548752834467,0.0,14.350555604983462,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
